QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Functional completeness,Edge case testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,Explicit interfaces,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional completeness,External component integration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Pull-based processing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Pull-based processing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Separation of I/O operations,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Standardization scaling,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Standardized package-based dependency management,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Task priorization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,"Thread for synchronous, blocking operation",1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Training sample condensation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Classification analysis below threshold,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Installability,Post-training quantization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,State-based decision making,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Task priorization,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,"Thread for synchronous, blocking operation",1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Training pipeline,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Adaptability,Training sample condensation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,"Thread for synchronous, blocking operation",1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Training sample condensation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Model versioning,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Separation of I/O operations,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Standardization scaling,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Standardized package-based dependency management,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Cross-dataset evaluation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Device registry,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Edge case testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,Explicit interfaces,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional appropriateness,External component integration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,User-controlled system reset,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,User-in-the-loop,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Interpretability,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Analysis cooldown,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Asynchronous communication,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Mutual exclusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Package compression,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Hardware-driven software design,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Lightweight model,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Principal component analysis ,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Maintainability,Layer fusion,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,On-device testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Heartbeat,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Lightweight,Lightweight framework usage,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Classification analysis below threshold,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Classification confidence analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Comparative architectural analysis,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Cross-dataset evaluation,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Device registry,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Edge case testing,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,Explicit interfaces,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
Functional suitability,External component integration,1,0,2,217,220,3,1,0.10905274771158924,4.695924549256556,0.5747079199931839,0.01363636363636364,0.6217671420341813,0.9819004524886878,0.5747079199931839,0.05277323855881193,0.48392396951226585
